authors,bestsellers_rank,categories,format,id,lang,rating_avg,title
"[190761, 188487]",8511,"[83, 1620, 1628, 2992, 2522]",2,9780761180517,en,4.42,Ocean : A Photicular Book
"[73028, 190984]",5765,"[229, 233, 707, 717, 718, 1280, 1650, 2772, 3100, 3112]",1,9781474606530,en,4.27,From Here to Eternity : Travelling the World to Find the Good Death
[133971],5694,"[245, 247, 249, 1602]",1,9781607748892,en,4.24,Story Genius : How to Use Brain Science to Go Beyond Outlining and Write a Riveting Novel (Before You Waste Three Years Writing 327 Pages That Go Nowhere)
[190993],4913,[1579],1,9781133951889,en,3.81,Pushing Electrons
"[178740, 190998]",7243,"[1691, 1694, 1703, 1876, 1877, 1880]",1,9781610917438,en,4.26,Holistic Management : A Commonsense Revolution to Restore Our Environment
[184503],3121,"[214, 215, 228, 233, 703, 707, 1667, 1694, 1695, 1791, 2791, 2812, 2813, 2818, 2933, 2937, 2985, 2987]",1,9781786077271,en,3.95,The Way Home : Tales from a life without technology
[191001],2724,"[1703, 2812, 2818, 2926, 2928, 2932, 2933, 2935]",2,9781916092037,en,4.83,"Charles Dowding's No Dig Gardening, Course 1 : From Weeds to Vegetables Easily and Quickly"
"[73986, 177391, 73019]",8645,"[929, 2743, 947, 2761, 1703, 1833]",1,9781931498586,en,4.21,Limits to Growth : The 30-Year Update
[191005],2851,"[2642, 2669, 1667]",2,9780008393854,en,3.67,An Atlas of Extinct Countries : The Remarkable (and Occasionally Ridiculous) Stories of 48 Nations That Fell off the Map
"[5828, 191006]",8946,"[228, 233, 1694, 2791, 2987]",2,9781909621985,en,4.19,My Family and Other Animals
"[56020, 73177, 73178, 73179, 73180]",9417,[1478],2,9781907155048,en,4.27,"Quadrivium : The Four Classical Liberal Arts of Number, Geometry, Music and Cosmology"
[191127],7169,"[750, 1300, 1602, 2770, 2812]",2,9781496438157,en,4.13,"End of Mental Illness, The"
[31362],3923,"[750, 1300, 1349, 1648, 2772, 2777]",2,9781501144318,en,4.37,Why We Sleep : Unlocking the Power of Sleep and Dreams
[189717],9811,"[83, 1628, 2791, 2987, 2997]",1,9780761159131,en,4.06,Unlikely Friendships : 47 Remarkable Stories from the Animal Kingdom
[47079],9389,"[214, 233, 2659, 1628, 2985, 2987, 3100]",2,9781473664401,en,4.3,Adventures of a Young Naturalist : SIR DAVID ATTENBOROUGH'S ZOO QUEST EXPEDITIONS
[183428],8477,"[948, 2762, 1694, 1699]",1,9780141988436,en,4.43,Drawdown : The Most Comprehensive Plan Ever Proposed to Reverse Global Warming
[61725],9495,"[1620, 1663, 2993, 3022]",1,9781781250662,en,4.44,"Deep : Freediving, Renegade Science and What the Ocean Tells Us About Ourselves"
[53430],5546,"[2658, 1681, 3112]",1,9781784758578,en,4.31,Erebus: The Story of a Ship
"[32347, 191147]",5550,"[76, 378, 1663, 2985, 2992, 2993]",1,9781635861600,en,4.65,Ocean Anatomy: The Curious Parts & Pieces of the World Under the Sea
[15116],7055,"[2663, 684, 1697, 1700]",1,9781471153884,en,4.14,The Radium Girls : They paid with their lives. Their final fight was for justice.
[59431],9745,"[1488, 1508]",2,9781544508054,en,4.35,"Statistical Consequences of Fat Tails : Real World Preasymptotics, Epistemology, and Applications"
[72625],8359,"[245, 1479, 2556, 2558, 2588]",1,9780008134242,en,5,"Spelling Ages 7-8 : KS2 English Home Learning and School Resources from the Publisher of Revision Practice Guides, Workbooks, and Activities."
[187997],7369,"[1541, 1555, 1556, 1557, 1857]",2,9781108420419,en,4.24,Introduction to Electrodynamics
[40549],6761,"[2654, 2663, 1536, 3012]",2,9781786894021,en,NA,The Human Cosmos : A Secret History of the Stars
[32744],9094,"[669, 1533, 1536, 1654, 2819, 3012]",1,9781906833114,en,3.99,Worlds in Collision
"[45121, 191248, 191249]",9204,"[1312, 1594, 1648]",1,9780321036636,en,4.12,"Physiology Coloring Book, The"
[157201],8641,"[1294, 1349, 1602, 2788, 2863]",2,9780062562852,en,4.25,"Genius Foods : Become Smarter, Happier, and More Productive, While Protecting Your Brain Health for Life"
[83052],1932,"[3164, 1632, 2999, 3000]",1,9781788701600,en,4.52,Easy Peasy Puppy Squeezy : The UK's No.1 Dog Training Book
[191251],2934,"[1600, 2820, 2989]",1,9781401952471,en,4.14,"The Biology of Belief : Unleashing the Power of Consciousness, Matter & Miracles"
[75010],7574,[1593],1,9780198393511,en,3.96,Oxford IB Study Guides: Biology for the IB Diploma
[21690],4240,"[1648, 2789, 3013, 3019, 3020]",1,9781617230127,en,4.19,The Sports Gene : Inside the Science of Extraordinary Athletic Performance
"[48315, 48316]",1242,"[1600, 2770, 2772, 2778, 2780]",2,9781501191978,en,4.21,Lifespan : Why We Age--And Why We Don't Have to
[146814],3565,"[1602, 2770, 2788]",1,9780062376589,en,3.75,"The Mind-Gut Connection : How the Hidden Conversation Within Our Bodies Impacts Our Mood, Our Choices, and Our Overall Health"
[178171],6453,"[204, 3319, 211, 3326, 1622]",23,9780193727847,en,3.87,Piano Time 1
[182094],4138,"[841, 869, 949, 2763, 1699]",2,9780241472347,en,4.21,"The New Map : Energy, Climate, and the Clash of Nations"
[46839],7625,"[2741, 841, 1676, 1694]",1,9780822346333,en,3.86,Vibrant Matter : A Political Ecology of Things
[72770],5934,"[233, 644, 1701, 2785, 2794, 2797, 2800, 3010]",2,9780751571936,en,4.45,"Finding Chika : A heart-breaking and hopeful story about family, adversity and unconditional love"
"[191268, 191269]",7275,"[707, 1689, 2784, 2802, 2813, 2558]",1,9781577319726,en,4.13,Active Hope : How to Face the Mess We're in without Going Crazy
"[191270, 131624]",4461,"[111, 1689, 1703, 1880, 1887, 2924, 2933]",1,9781856230919,en,4,Permaculture Design : A Step-by-Step Guide
[191271],5977,"[233, 2654, 2696, 1676, 1705, 2985]",1,9781408889237,en,4.18,Mudlarking : The Sunday Times Bestseller
[64532],3370,"[1622, 1689, 2219, 2942, 2985, 3008]",1,9780870714993,en,4.4,Gathering Moss : A Natural and Cultural History of Mosses
[157335],8006,"[643, 682, 1676, 1702, 1705]",1,9780141047546,en,4.35,Happy City : Transforming Our Lives Through Urban Design
[183428],8388,"[862, 948, 2762, 1686, 1699, 1833]",1,9780143130444,en,4.42,Drawdown : The Most Comprehensive Plan Ever Proposed to Roll Back Global Warming
"[161748, 191272, 161750]",5704,"[215, 218, 228, 233, 1695, 2989]",1,9781509838530,en,4.48,"The Elephant Whisperer : Learning About Life, Loyalty and Freedom From a Remarkable Herd of Elephants"
[72625],6587,"[1479, 2565]",1,9780008134457,en,4.67,"Fractions and Decimals Ages 7-9 : KS2 Maths Home Learning and School Resources from the Publisher of Revision Practice Guides, Workbooks, and Activities."
[72625],8361,"[241, 1479, 2556, 2588]",1,9780008134204,en,3.75,"English Ages 3-5 : Reception Home Learning and School Resources from the Publisher of Revision Practice Guides, Workbooks, and Activities."
[72625],4319,"[245, 266, 1479, 2565]",1,9780008134280,en,5,"Addition and Subtraction Ages 5-7 : KS1 Maths Home Learning and School Resources from the Publisher of Revision Practice Guides, Workbooks, and Activities."
[72625],8126,"[1479, 2565, 2566]",1,9780008134396,en,4.75,"Times Tables Workbook Ages 5-7 : KS1 Maths Home Learning and School Resources from the Publisher of Revision Practice Guides, Workbooks, and Activities."
[69957],2566,"[220, 221, 233, 2649, 2661, 692, 855, 856, 866]",3,9780241991435,en,4.46,A Promised Land
"[191366, 38910]",6826,"[1536, 2821, 2853, 2855, 2857]",12,9781925924688,en,4,The Elemental Oracle : alchemy | science | magic
[47079],5535,"[214, 233, 2659, 1628, 2985, 2987, 3100]",1,9781473664968,en,4.3,Adventures of a Young Naturalist : SIR DAVID ATTENBOROUGH'S ZOO QUEST EXPEDITIONS
[125671],9049,"[767, 770, 1376, 1602, 2812, 2840]",1,9781851687930,en,4.11,Mindsight : Transform Your Brain with the New Science of Kindness
"[191369, 191370]",7810,"[1307, 1593, 2789, 2831]",1,9780968766538,en,4.45,"Your Body, Your Yoga : Learn Alignment Cues That Are Skillful, Safe, and Best Suited To You"
"[191371, 191372]",1412,"[763, 767, 1349, 1377, 1378, 1602]",2,9780393712377,en,4.45,The Polyvagal Theory in Therapy : Engaging the Rhythm of Regulation
[191250],3846,"[1621, 2870, 2924, 2933, 2936]",1,9781580081757,en,4.5,Growing Gourmet & Medicinal Mush
[66135],5709,"[1307, 1312, 1316, 1648, 2789, 2790]",1,9780939616572,en,4.16,Anatomy of Movement
[13937],1718,"[2642, 2654, 718, 1599, 2985]",2,9780062316097,en,4.41,Sapiens : A Brief History of Humankind
[191373],7948,"[1298, 1307, 1340, 1440, 1648]",7,9780982978658,en,4.62,"Trail Guide to the Body : How to Locate Muscles, Bones and More"
[146686],2511,"[1621, 1622, 1628, 3008]",2,9781847925190,en,4.44,"Entangled Life : How Fungi Make Our Worlds, Change Our Minds and Shape Our Futures"
[191377],3834,"[638, 1694, 1703, 1877, 1880, 1881, 1882, 1887]",1,9781603587631,en,4.48,Dirt to Soil : One Family's Journey into Regenerative Agriculture
[44558],8177,"[92, 97, 1593, 1663, 2985]",1,9780486229874,en,4.11,Art Forms in Nature
[178506],8501,"[862, 1676, 1687, 1699, 1703, 1833]",2,9780063001695,en,4.21,Apocalypse Never : Why Environmental Alarmism Hurts Us All
"[191380, 181569]",4444,"[1672, 1689, 2924, 2928, 2933, 2935]",2,9781900322621,en,4.4,Creating a Forest Garden : Working with Nature to Grow Edible Crops
"[191001, 70640]",1385,"[1703, 2863, 2928, 2933, 2935]",1,9781856233019,en,4.28,"No Dig Organic Home & Garden : Grow, Cook, Use, and Store Your Harvest"
[181392],4190,"[216, 220, 2649, 682, 1705]",1,9780394720241,en,4.39,The Power Broker : Robert Moses and the Fall of New York
[53863],3143,"[2668, 1667, 3115]",1,9781781313619,en,3.53,"Off the Map : Lost Spaces, Invisible Cities, Forgotten Islands, Feral Places and What They Tell Us About the World"
[191384],5977,"[241, 2645, 2668, 679, 690, 691, 1676, 1679]",2,9780717187973,en,4.41,Thirty-Two Words for Field : Lost Words of the Irish Landscape
[93589],2522,"[1703, 2928, 2929, 2935]",1,9780716021896,en,3.83,Vegetable Growing Month-by-Month : The down-to-earth guide that takes you through the vegetable year
[191385],2233,"[658, 669, 684, 1686, 2802, 2812, 2819, 2820]",1,9781912836017,en,4.37,If Women Rose Rooted : A life-changing journey to authenticity and belonging
[178560],5280,"[285, 1694]",1,9780807068779,en,4.53,"New and Selected Poems, Volume One"
[181172],2787,"[253, 257, 2722, 2725, 2729, 2738, 1689, 2985]",1,9780679776390,en,4.1,Spell Of The Sensuous : Perceptions
[3254],1929,"[1664, 1673, 1694, 1695, 1791, 3009, 3010, 3100, 3103, 3112]",1,9780141030579,en,4.22,Underland : A Deep Time Journey
[188202],6001,"[940, 2754, 1508]",2,9781408712245,en,4.2,How to Make the World Add Up : Ten Rules for Thinking Differently About Numbers
[72625],8360,"[1479, 2565]",1,9780008134235,en,4.86,"Mental Maths Ages 7-9 : KS2 Home Learning and School Resources from the Publisher of Revision Practice Guides, Workbooks, and Activities."
[72625],4318,"[1479, 2471, 2588]",1,9780008134358,en,3.71,"Phonics Ages 5-6 : KS1 English Home Learning and School Resources from the Publisher of Revision Practice Guides, Workbooks, and Activities."
[72625],8677,"[1479, 2556, 2558, 2588]",1,9780008134327,en,4.22,"Grammar and Punctuation Ages 5-7 : KS1 English Home Learning and School Resources from the Publisher of Revision Practice Guides, Workbooks, and Activities."
[72625],6369,"[783, 3328, 1479, 2480, 2565]",1,9780008134372,en,3.91,"Telling the Time Ages 5-7 : KS1 Maths Home Learning and School Resources from the Publisher of Revision Practice Guides, Workbooks, and Activities."
[697],4793,"[2642, 2663, 1541, 1549, 1777]",1,9780262536165,en,4.1,Energy and Civilization : A History
"[190774, 191392]",8455,"[970, 977, 1039, 1167, 1541]",1,9780141011455,en,4.21,The Smartest Guys in the Room : The Amazing Rise and Scandalous Fall of Enron
[188245],2762,"[2742, 2802, 2819]",3,9781786144577,en,4.61,"The Boy, The Mole, The Fox and The Horse"
"[67, 62655, 191415]",9041,"[770, 2840]",3,9781427217165,en,3.91,Mindfulness : An Eight-Week Plan for Finding Peace in a Frantic World
[181172],6338,"[2722, 2736, 718, 1536, 1687, 1689]",1,9780375713699,en,4.14,Becoming Animal : An Earthly Cosmology
"[40939, 128063, 135659, 128062]",3578,"[1533, 1535, 3012]",1,9780008389048,en,5,2021 Guide to the Night Sky : A Month-by-Month Guide to Exploring the Skies Above Britain and Ireland
[62020],6293,"[2653, 2654, 2696, 2699, 718, 1533, 2819]",1,9780517887295,en,4.18,Fingerprints Of The Gods
[47834],3084,"[214, 229, 233, 1533, 1852, 1863]",1,9781447259947,en,4.14,An Astronaut's Guide to Life on Earth
[183914],2759,"[718, 750, 767, 996, 1648, 2804, 2812, 3013]",1,9780099519850,en,4.06,The Talent Code : Greatness isn't born. It's grown
[61725],3262,"[1648, 2770, 3022]",2,9780735213616,en,4.21,Breath : The New Science of a Lost Art
"[191455, 191456]",1705,"[767, 768, 1296, 1602, 2783]",1,9781626251137,en,4.11,"Rewire Your Anxious Brain : How to Use the Neuroscience of Fear to End Anxiety, Panic and Worry"
[190479],2515,"[1648, 2789]",1,9781607432395,en,4.44,Key Poses of Yoga: the Scientific Keys Vol 2
[191457],7313,"[3181, 3182, 767, 1602, 2812, 2813, 2820, 2840]",1,9781572246959,en,3.98,"Buddha's Brain : The Practical Neuroscience of Happiness, Love, and Wisdom"
[62899],1012,"[228, 719, 780, 1300, 1456, 1602, 2840]",1,9780141985138,en,4.19,How to Change Your Mind : The New Science of Psychedelics
"[45121, 157042]",6136,"[1307, 1648]",1,9780321832016,en,4.26,"Anatomy Coloring Book, The"
[190479],1681,"[1648, 2789]",1,9781607432388,en,4.34,Key Muscles of Yoga: Your Guide to Functional Anatomy in Yoga
[53227],3798,"[1294, 1593, 2772, 2787, 2788, 2864]",1,9781780723044,en,4.09,The Clever Guts Diet : How to revolutionise your body from the inside out
"[191463, 191464]",4365,"[378, 990, 1541, 1573, 1593, 2802, 2804]",2,9781999449032,en,4.26,"The Great Mental Models Volume 2: Physics, Chemistry and Biology"
"[191465, 139615]",4482,"[228, 233, 635, 1573, 2782]",1,9780963009609,en,4.38,Pihkal
[191469],9159,"[2650, 2668, 694, 1676, 1691, 1709, 1876, 1887]",1,9781743311325,en,4.17,Biggest Estate on Earth : How Aborigines made Australia
[41561],7943,"[2642, 2653, 2654, 2663, 679, 718, 1676, 1887]",1,9780393354324,en,4.03,"Guns, Germs, and Steel : The Fates of Human Societies"
[184949],5175,"[663, 1699, 1701]",1,9780141988870,en,4.07,The Uninhabitable Earth : A Story of the Future
[191250],5720,"[1438, 1597, 1689, 1694, 1833, 2922, 2928, 2935, 3008]",1,9781580085793,en,4.43,Mycelium Running
[188998],4161,"[2642, 2662, 1700, 1782]",1,9780552172899,en,4.38,Midnight in Chernobyl : The Untold Story of the World's Greatest Nuclear Disaster
[54524],2641,"[218, 219, 1633, 1652, 2985, 3010]",1,9781529108286,en,4.54,A Life on Our Planet : My Witness Statement and a Vision for the Future
"[9717, 191470]",6502,"[1694, 1697, 1833]",1,9780141184944,en,3.98,Silent Spring
"[17295, 52816]",8550,"[680, 1681, 3112]",1,9780099769514,en,3.71,In Patagonia
[5470],2972,"[1694, 2978, 2985, 3092, 3097, 3100, 3112]",1,9780307279460,en,4.06,A Walk in the Woods : Rediscovering America on the Appalachian Trail
"[135302, 183987]",1848,"[217, 233, 985, 988, 1597, 1694]",1,9780143109679,en,4.23,Let My People Go Surfing : The Education of a Reluctant Businessman - Including 10 More Years of Business as Usual
[137783],2462,"[1694, 1695, 2985, 2987, 2995]",1,9781509805105,en,4.49,Wilding : The Return of Nature to a British Farm
[135302],3886,[1699],1,9780241956182,en,4.15,This Changes Everything : Capitalism vs. the Climate
[52599],4995,"[290, 292, 334, 2740, 1689, 2985]",1,9780486284958,en,3.78,"Walden: Or, Life in the Woods"
[55228],1099,"[214, 234, 1695, 3100, 3112, 2495]",1,9780330351690,en,3.99,Into the Wild
[41561],1837,"[260, 2642, 2654, 2663, 718, 719, 955, 2769, 1593, 1676, 1689]",1,9780099302780,en,4.03,"Guns, Germs and Steel : 20th Anniversary Edition"
[72625],5036,"[1479, 2476, 2565]",1,9780008134297,en,4.25,"Addition and Subtraction Workbook Ages 5-7 : KS1 Maths Home Learning and School Resources from the Publisher of Revision Practice Guides, Workbooks, and Activities."
[130899],2968,"[2737, 1477, 1484, 1513, 1519]",1,9780143127536,en,3.96,How Not to be Wrong : The Power of Mathematical Thinking
[165772],5772,"[406, 783, 3328, 1508, 1935]",1,9781526419521,en,4.19,Discovering Statistics Using IBM SPSS Statistics
[166131],5226,"[977, 1508]",1,9780140136296,en,3.87,How to Lie with Statistics
[61113],1788,"[402, 709, 940, 2754, 1508]",1,9780241258767,en,4.19,The Art of Statistics : Learning from Data
[142251],3065,"[1477, 1519, 2978]",1,9780141989143,en,4.13,Humble Pi : A Comedy of Maths Errors
[26887],5566,"[252, 253, 266, 268, 273, 1480]",1,9781783352180,en,4.25,The Language Lover's Puzzle Book : Lexical perplexities and cracking conundrums from across the globe
[45317],1302,"[402, 988, 997, 1005, 1006, 1010, 1513]",1,9781119002253,en,4.39,Storytelling with Data : A Data Visualization Guide for Business Professionals
[66962],6281,"[2722, 770, 1480, 2063]",1,9780465026562,en,4.28,"Godel, Escher, Bach : An Eternal Golden Braid"
[59431],2660,"[400, 990, 1508]",1,9780141034591,en,3.94,The Black Swan : The Impact of the Highly Improbable
"[53828, 72432]",2973,[1542],1,9780141976228,en,4.14,Classical Mechanics : The Theoretical Minimum
"[47455, 60944, 16459]",5825,"[228, 1541]",1,9780393355628,en,4.26,"""Surely You're Joking, Mr. Feynman!"" : Adventures of a Curious Character"
"[191025, 191026]",7871,"[1476, 1541, 1708, 1792, 1793, 1794]",2,9780521809269,en,4.36,The Art of Electronics
"[191475, 22149]",4412,"[750, 1541, 1542, 2812]",1,9781936891030,en,4.17,Turning Pro : Tap Your Inner Power and Create Your Life's Work
"[61656, 70030, 71582]",2919,[1541],1,9780465025275,en,4.21,Six Easy Pieces : Essentials of Physics Explained by Its Most Brilliant Teacher
[47455],5244,"[215, 228, 1541]",1,9780099173311,en,4.26,Surely You're Joking Mr Feynman : Adventures of a Curious Character as Told to Ralph Leighton
[191478],2716,"[821, 3366, 2804]",1,9781950665693,en,NA,"You Turn : Get Unstuck, Discover Your Direction, and Design Your Dream Career"
[191487],2231,"[822, 3367, 928, 964, 968, 976, 977]",1,9781912350360,NA,NA,Finance: Theory and Practice
[189971],1330,"[822, 3367, 977, 988, 2804]",1,9781400203819,en,4.37,"Business Made Simple : 60 Days to Master Leadership, Sales, Marketing, Execution, Management, Personal Productivity and More"
[191488],8278,"[822, 3367, 955, 2769, 970, 972]",2,9780071800518,en,4.07,Stocks for the Long Run 5/E: The Definitive Guide to Financial Market Returns & Long-Term Investment Strategies
[191484],3717,"[822, 3367, 2772, 2790, 2831]",1,9781903348352,en,3.81,An Introductory Guide to Massage
[178256],2413,"[246, 822, 3367, 988, 989, 1005, 2804, 2813]",1,9781509867394,en,3.91,Talk Like TED : The 9 Public Speaking Secrets of the World's Top Minds
"[137365, 137366]",5482,"[821, 3366, 990, 2784, 2802, 2804, 2813]",1,9781784701178,en,3.92,"Designing Your Life : Build the Perfect Career, Step by Step"
[191484],1922,"[822, 3367, 1307, 1312, 1648]",1,9781903348345,en,4.04,An Introductory Guide to Anatomy & Physiology
"[6754, 171488]",8473,"[750, 792, 3337, 996]",1,9781925595062,en,4.5,Reflective Supervision Toolkit
"[191491, 191492]",3702,"[730, 792, 3337, 862, 985, 1378]",1,9781472138491,en,4.16,"Learning To Counsel, 4th Edition : How to develop the skills, insight and knowledge to counsel others"
[73778],3762,"[759, 792, 3337, 2772, 2791, 2797]",1,9781787478817,en,4.25,Permission to Feel : Unlock the power of emotions to help yourself and your children thrive
[908],7987,"[989, 2791, 2802, 2804, 2813]",3,9781455892822,en,4.12,The 7 Habits of Highly Effective People : Powerful Lessons in Personal Change
"[191587, 207181, 204722, 204533]",9257,"[354, 2628]",3,9781838680183,NA,4.08,Doctor Who The Monthly Adventures #272 The Grey Man of the Mountain
"[191586, 191587, 206958, 207467, 206748]",9263,"[354, 2628]",3,9781838680428,NA,4.5,The Robots: Volume Three
"[191514, 72607, 191566, 191585, 191571]",2882,"[354, 2628]",3,9781838681067,en,NA,Torchwood #41 Red Base
[74046],3974,"[2812, 2813, 2840]",3,9781401949754,en,4.34,Meditations for Breaking the Habit of Being Yourself : Revised Edition
[55],7537,"[2820, 2840]",3,9781401901400,en,4.24,Morning & Evening Meditations
[3820],5687,"[334, 338, 2619, 361, 362]",3,9781529038767,en,NA,Hidden in Plain Sight
[209485],9928,"[215, 225, 233, 2663]",3,9781529344172,en,4.08,Lady in Waiting : My Extraordinary Life in the Shadow of the Crown
[219100],2339,"[365, 2634]",1,9781421580388,en,4.42,"Tokyo Ghoul, Vol. 3"
[219102],2217,"[365, 2634, 366, 2635]",1,9781421520544,en,4.48,"Vagabond (VIZBIG Edition), Vol. 1"
[219103],1049,"[365, 2634]",1,9781421593401,en,4.59,"My Hero Academia, Volume 9"
[219107],7241,"[3, 133, 3248, 134, 3249, 364, 2633, 365, 2634]",2,9781569317778,en,4.53,The Art of Spirited Away
[219108],2186,"[364, 2633, 365, 2634, 366, 2635]",1,9781421586205,en,4.25,"Goodnight Punpun, Vol. 1"
[73044],3577,"[364, 2633, 365, 2634]",1,9781593072032,en,4.54,Berserk Volume 4
[219102],1568,"[365, 2634, 366, 2635]",1,9781421522456,en,4.56,"Vagabond (VIZBIG Edition), Vol. 3"
[219114],4770,"[364, 2633, 365, 2634]",2,9781421580791,en,4.12,Fragments of Horror
[73666],4585,"[8, 46, 98, 99, 365, 2634, 2943]",1,9781440309311,en,4.38,Mastering Manga with Mark Crilley : 30 Drawing Lessons from the Creator of Akiko
[219115],1018,"[365, 2634]",1,9781974707133,en,4.23,"Komi Can't Communicate, Vol. 2"
[73044],2749,"[364, 2633, 365, 2634]",1,9781593072513,en,4.56,Berserk Volume 5
"[219118, 219119, 219120, 219104]",3296,"[364, 2633, 365, 2634]",1,9781421576015,en,4.15,All You Need Is Kill (manga)
[219121],5708,"[365, 2634]",2,9781421578842,en,4.43,"JoJo's Bizarre Adventure: Part 2--Battle Tendency, Vol. 3"
[219124],2306,"[365, 2634]",1,9781591169925,en,4.44,"Hunter x Hunter, Vol. 4"
[71162],7256,"[365, 2634]",1,9781591160571,en,4.36,"One Piece, Vol. 2"
[219126],6140,"[364, 2633, 365, 2634]",1,9780316084284,en,4.44,"Black Butler, Vol. 4"
"[219111, 219112]",1376,"[365, 2634]",1,9781974708383,en,4.55,"The Promised Neverland, Vol. 11"
"[219111, 219112]",1524,"[365, 2634]",1,9781974714995,en,4.42,"The Promised Neverland, Vol. 15"
[219115],2058,"[365, 2634]",1,9781974707140,en,4.37,"Komi Can't Communicate, Vol. 3"
[73044],7291,"[364, 2633, 365, 2634]",1,9781593074845,en,4.65,Berserk Volume 12
[219133],2477,"[365, 2634]",1,9781421533780,en,4.4,"Dorohedoro, Vol. 4"
"[219134, 219135]",5232,"[365, 2634]",1,9781974702619,en,4.26,"Dr. STONE, Vol. 1"
"[219111, 219112]",1609,"[365, 2634]",1,9781974718146,en,4.37,"The Promised Neverland, Vol. 17"
[219124],3974,"[365, 2634]",1,9781421501840,en,4.4,"Hunter x Hunter, Vol. 5"
[219137],7568,"[365, 2634]",1,9781421587189,en,4.11,"Black Clover, Vol. 1"
[219106],7240,"[364, 2633, 365, 2634]",1,9781612626796,en,4.39,Attack On Titan 13
[219142],7355,"[365, 2634]",1,9781421555645,en,4.41,"Dragon Ball (3-in-1 Edition), Vol. 1 : Includes vols. 1, 2 & 3"
[219102],4747,"[365, 2634, 366, 2635]",1,9781421523132,en,4.61,"Vagabond (VIZBIG Edition), Vol. 9"
[219143],1083,"[365, 2634]",1,9780316360166,en,4.53,"Fruits Basket Collector's Edition, Vol. 1"
[219144],4622,"[365, 2634]",1,9781591163596,en,4.48,"Naruto, Vol. 5"
[219146],2737,"[358, 2630, 364, 2633, 365, 2634]",1,9781632367051,en,4.5,Wotakoi: Love Is Hard For Otaku 2
[219147],2822,"[365, 2634]",1,9781421591070,en,4.68,"Haikyu!!, Vol. 17"
[71162],8548,"[365, 2634]",1,9781974712557,en,4.48,"One Piece, Vol. 93"
[219115],6664,"[365, 2634]",1,9781974707195,en,4.42,"Komi Can't Communicate, Vol. 8"
"[219122, 219149]",7703,"[365, 2634]",1,9781421525839,en,4.41,"Pluto: Urasawa x Tezuka, Vol. 5"
[219138],4555,"[365, 2634]",2,9781421599779,en,4.59,"Fullmetal Alchemist: Fullmetal Edition, Vol. 1"
[219146],4601,"[364, 2633, 365, 2634]",1,9781632367068,en,4.53,Wotakoi: Love Is Hard For Otaku 3
[219122],2820,"[365, 2634]",1,9781421599632,en,4.47,"20th Century Boys: The Perfect Edition, Vol. 3"
"[219151, 219152, 219106]",4620,"[364, 2633, 365, 2634]",1,9781612629438,en,4.53,Attack On Titan: No Regrets 2
[219123],9686,"[364, 2633, 365, 2634]",2,9781632360090,en,4.57,Vinland Saga Vol. 7
[219115],5387,"[365, 2634]",1,9781974717408,en,4.41,"Komi Can't Communicate, Vol. 9"
[219147],3924,"[365, 2634]",1,9781421591049,en,4.59,"Haikyu!!, Vol. 14"
[219156],8834,"[365, 2634]",1,9781947194861,en,4.04,"Don't Toy With Me Miss Nagatoro, Volume 1"
[219133],3913,"[365, 2634]",1,9781421533841,en,4.46,"Dorohedoro, Vol. 10"
[219133],3363,"[365, 2634]",1,9781421533834,en,4.46,"Dorohedoro, Vol. 9"
"[219139, 219140, 219141]",7562,"[364, 2633, 365, 2634]",1,9781421571539,en,4.45,"Seraph of the End, Vol. 4 : Vampire Reign"
[219121],5853,"[364, 2633, 365, 2634]",2,9781421591766,en,4.54,"JoJo's Bizarre Adventure: Part 3--Stardust Crusaders, Vol. 10"
"[71162, 219159, 219160]",1515,"[355, 2629, 365, 2634]",1,9781974713295,en,4.33,"One Piece: Ace's Story, Vol. 2 : New World"
[219163],2107,"[365, 2634]",1,9781591164173,en,4.4,"Banana Fish, Vol. 5"
[219156],6537,"[365, 2634]",1,9781949980097,en,4.17,"Don't Toy With Me Miss Nagatoro, Volume 2"
[219121],7543,"[364, 2633, 365, 2634]",2,9781421591735,en,4.39,"JoJo's Bizarre Adventure: Part 3--Stardust Crusaders, Vol. 7"
"[219167, 219168]",8625,"[355, 2629, 365, 2634]",1,9781975312541,en,4.22,Rascal Does Not Dream of Petite Devil Kouhai (light novel)
[219121],8793,"[364, 2633, 365, 2634]",2,9781974708116,en,4.53,"JoJo's Bizarre Adventure: Part 4--Diamond Is Unbreakable, Vol. 5"
[219144],5961,"[365, 2634, 2506]",1,9781421554891,en,4.53,"Naruto (3-in-1 Edition), Vol. 5 : Includes vols. 13, 14 & 15"
[219122],4768,"[365, 2634]",1,9781421599656,en,4.53,"20th Century Boys: The Perfect Edition, Vol. 5"
[71162],8665,"[365, 2634]",1,9781974705214,en,4.52,"One Piece, Vol. 89"
[219174],7114,"[364, 2633, 365, 2634]",1,9781632367709,en,4.33,Witch Hat Atelier 1
[219121],8831,"[364, 2633, 365, 2634]",2,9781974708093,en,4.51,"JoJo's Bizarre Adventure: Part 4--Diamond Is Unbreakable, Vol. 3"
[219179],2291,"[365, 2634]",1,9781642750324,en,4.32,I Want to Eat Your Pancreas (Manga)
[71162],7569,"[365, 2634]",1,9781421590240,en,4.43,"One Piece, Vol. 80"
[219124],7686,"[365, 2634]",1,9781421552675,en,4.44,"Hunter x Hunter, Vol. 30"
[219153],8791,"[365, 2634, 366, 2635]",1,9781974708048,en,4.39,"BEASTARS, Vol. 7"
